fullName,htmlUrl,apiUrl,description,language,stars,forks,archived,updatedAt,topics,searchQuery,pageStatus,pageVisitedAt,pageError
"Diaabloo/ems-platform","https://github.com/Diaabloo/ems-platform","https://api.github.com/repos/Diaabloo/ems-platform","EMS Platform is a comprehensive HR management application that streamlines employee, department, absence, payroll, and bonus tracking. Built with the PERN stack and Prisma ORM, it features a robust backend API, React frontend, and a GitLab CI/CD pipeline incorporating modern DevSecOps practices for security and code quality.","TypeScript","2","0","false","2026-06-11T00:24:50Z","","react payroll management","200","2026-08-13T07:50:03.659Z",""
"BoovaragavanRaju/PayrollManagement-Frontend-","https://github.com/BoovaragavanRaju/PayrollManagement-Frontend-","https://api.github.com/repos/BoovaragavanRaju/PayrollManagement-Frontend-","🧾 Payroll Management System – Frontend  A modern web-based Payroll Management System frontend built with React, designed to provide an intuitive and efficient interface for managing employee records, attendance, and salary details.  🚀 Features  🧍 Employee data management (view, add, edit, delete)  ⏰ Attendance tracking and leave status display  ","HTML","1","0","false","2025-11-09T05:45:46Z","","react payroll management","200","2026-08-13T07:50:04.270Z",""
"Aayushp28/Payroll-Management-System","https://github.com/Aayushp28/Payroll-Management-System","https://api.github.com/repos/Aayushp28/Payroll-Management-System","Payroll Management System A full-stack Payroll Management System built using React, Node.js, Express.js, and MySQL.","JavaScript","1","1","false","2026-07-24T18:53:20Z","attendance-management|employee-management|expressjs|full-stack-project|jwt-authentication|mysql|nodejs|payroll-management-system|reactjs|salary-management","react payroll management","200","2026-08-13T07:50:04.288Z",""
"shannug98/Payroll-Management-System","https://github.com/shannug98/Payroll-Management-System","https://api.github.com/repos/shannug98/Payroll-Management-System","Enterprise Full-Stack Payroll & HR Management System built with ASP.NET Core Web API, EF Core, JWT Authentication, and React.js.","C#","1","0","false","2026-08-04T13:45:39Z","","react payroll management","200","2026-08-13T07:50:04.316Z",""
"Sanjith7760/PayrollManagementSystem_Capestone_FullStackProject","https://github.com/Sanjith7760/PayrollManagementSystem_Capestone_FullStackProject","https://api.github.com/repos/Sanjith7760/PayrollManagementSystem_Capestone_FullStackProject","🚀 Full-Stack Payroll Management System: Spring Boot REST API backend with JWT auth & AI insights, React Vite frontend with Bootstrap UI, MySQL database. Features employee CRUD, leave management, payroll processing, role-based dashboards & intelligent status messages. Complete 3-tier architecture.","JavaScript","1","0","false","2025-09-03T20:18:11Z","","react payroll management","200","2026-08-13T07:50:04.245Z",""
"MohammedAffan75/PayRoll-management-System","https://github.com/MohammedAffan75/PayRoll-management-System","https://api.github.com/repos/MohammedAffan75/PayRoll-management-System","Full‑stack payroll and HR management platform with FastAPI and React. Supports role‑based access, employee lifecycle management, attendance tracking, leave workflows, automated payroll processing, and payslip/report generation with AWS deployment.","Python","1","0","false","2026-07-17T12:41:58Z","","react payroll management","200","2026-08-13T07:50:04.385Z",""
"niyomugaboetiene/Employee-Payroll-Management-System","https://github.com/niyomugaboetiene/Employee-Payroll-Management-System","https://api.github.com/repos/niyomugaboetiene/Employee-Payroll-Management-System"," Employee Payroll Management System (EPMS) Creating database called EPMS with Employee, Department and Salary tables as designed in ERD.  Preparing React.js Front-end application development environment by installing required modules and dependencies","JavaScript","1","0","false","2026-06-28T12:20:52Z","javascript|mongodb|nodejs|reactjs|tailwindcss","react payroll management","200","2026-08-13T07:50:04.162Z",""
"AshwinAnand868/Payroll-App-With-React","https://github.com/AshwinAnand868/Payroll-App-With-React","https://api.github.com/repos/AshwinAnand868/Payroll-App-With-React","This is a simple employee management and a payroll calculator solution designed with React, ASP.NET MVC, Razor views, MS SQL Server","JavaScript","1","0","false","2026-02-13T03:35:14Z","","react payroll management","200","2026-08-13T07:50:04.289Z",""
"hrithikksham/payroll","https://github.com/hrithikksham/payroll","https://api.github.com/repos/hrithikksham/payroll","Full-stack payroll management platform using React, Node.js, Express, and MongoDB. Implements JWT-based authentication, employee CRUD, salary computation, payroll analytics, and downloadable PDF payslips following industry-grade architecture.","TypeScript","1","0","false","2026-01-02T17:15:38Z","","react payroll management","200","2026-08-13T07:50:04.437Z",""
"KaviBharathi643/Employee_Payroll_WorkForce_Management_System","https://github.com/KaviBharathi643/Employee_Payroll_WorkForce_Management_System","https://api.github.com/repos/KaviBharathi643/Employee_Payroll_WorkForce_Management_System","Complete full-stack Employee Payroll & Workforce Management System built with Java Spring Boot 3 and React. Includes JWT authentication, RBAC, attendance, leave, payroll, and reporting features.","Java","1","0","false","2026-08-07T09:55:30Z","","react payroll management","200","2026-08-13T07:50:05.245Z",""
"ptzivaras/PayrollSystem","https://github.com/ptzivaras/PayrollSystem","https://api.github.com/repos/ptzivaras/PayrollSystem","Payroll Management System – Full-stack app built with Spring Boot, PostgreSQL, and React (Vite). Implements Flyway migrations, PL/pgSQL stored Procedure for payroll calculation, secure REST APIs, and a React frontend using Axios + TanStack Query for data fetching, caching, and pagination.Axios for HTTP + TanStack Query for cache and lifecycle.","Java","1","0","false","2025-12-06T23:27:20Z","","react payroll management","200","2026-08-13T07:50:04.998Z",""
"MekuanintT/payflow","https://github.com/MekuanintT/payflow","https://api.github.com/repos/MekuanintT/payflow","Full-stack HR & Payroll Management System — React, Node.js, Express, PostgreSQL","JavaScript","1","0","false","2026-07-13T16:35:50Z","","react payroll management","200","2026-08-13T07:50:05.156Z",""
"muracciolei/GlobalWorkPortal","https://github.com/muracciolei/GlobalWorkPortal","https://api.github.com/repos/muracciolei/GlobalWorkPortal","Full-stack HR Management Platform with International Payroll - React + NestJS + PostgreSQL + Docker","TypeScript","1","0","false","2026-07-25T09:52:34Z","","react payroll management","200","2026-08-13T07:50:04.908Z",""
"arnabsahawrk/employee-management-system","https://github.com/arnabsahawrk/employee-management-system","https://api.github.com/repos/arnabsahawrk/employee-management-system","Employee Management System developed to management of employee data, performance tracking, and payroll processing.","JavaScript","1","0","false","2026-03-02T17:03:08Z","expressjs|firebase|jwt|mern-project|mongodb|nodejs|react|react-router-dom|stripe-payments|tailwindcss","react payroll management","200","2026-08-13T07:50:05.231Z",""
"bintangmada/human-resource-management-system","https://github.com/bintangmada/human-resource-management-system","https://api.github.com/repos/bintangmada/human-resource-management-system","Scalable Enterprise HRMS built with Spring Boot microservices, React, Redis, and Kafka. Features geofenced attendance and automatic payroll.","Java","1","0","false","2026-07-19T21:44:52Z","","react payroll management","200","2026-08-13T07:50:04.870Z",""
"RishvinReddy/Gov-Payroll-System","https://github.com/RishvinReddy/Gov-Payroll-System","https://api.github.com/repos/RishvinReddy/Gov-Payroll-System","A scalable Government Payroll Management System built with React, TypeScript, and Vite. Features include employee management, salary computation, deductions, payslip generation, and secure deployment using Docker and Nginx. Designed with enterprise-grade architecture and a modern UI.","TypeScript","1","0","false","2026-06-13T18:55:47Z","docker|employees-management|enterprise|enterprise-software|full-stack|government-system|hrms|nginx|payroll|payroll-management-system|react|salary|salary-system|software|typescript|vite|webapp","react payroll management","200","2026-08-13T07:50:05.442Z",""
"krishna12-git/worknest-employee-management","https://github.com/krishna12-git/worknest-employee-management","https://api.github.com/repos/krishna12-git/worknest-employee-management","A functional Employee Management System built with React featuring employee CRUD operations, attendance tracking, leave approvals, payroll statistics and localStorage persistence.","JavaScript","1","0","false","2026-08-11T19:40:46Z","","react payroll management","200","2026-08-13T07:50:04.885Z",""
"a7medhussein8/Employee-Management-System-Python-Pyro4-","https://github.com/a7medhussein8/Employee-Management-System-Python-Pyro4-","https://api.github.com/repos/a7medhussein8/Employee-Management-System-Python-Pyro4-","Project 2 – Version 2 is a Python object-based distributed system with six services (Employee, Department, Attendance, Payroll, Notification, Database) and a React frontend for managing employees, tracking attendance, generating payroll, and receiving notifications.","Python","1","1","false","2025-11-17T02:24:49Z","","react payroll management","200","2026-08-13T07:50:06.115Z",""
"Obelisk-Protocol/companyportal","https://github.com/Obelisk-Protocol/companyportal","https://api.github.com/repos/Obelisk-Protocol/companyportal","HR & Payroll Management System for Indonesian Companies - Built with React, TypeScript, and Hono.js","TypeScript","1","0","false","2026-05-26T06:51:18Z","","react payroll management","200","2026-08-13T07:50:06.302Z",""
"AlphonsoKelly/Church-Financial-Management-App","https://github.com/AlphonsoKelly/Church-Financial-Management-App","https://api.github.com/repos/AlphonsoKelly/Church-Financial-Management-App","Complete church financial management system with donation tracking, fund accounting, payroll, asset management, and donor portal. Built with React, TypeScript, and Supabase.","","1","0","false","2026-02-06T19:55:36Z","","react payroll management","200","2026-08-13T07:50:05.903Z",""
"baibhavsinhadev/quickems","https://github.com/baibhavsinhadev/quickems","https://api.github.com/repos/baibhavsinhadev/quickems","Full-stack Employee Management System with attendance, payroll, leave management, and role-based access (Admin & Employee)","JavaScript","1","0","false","2026-06-03T19:16:47Z","attendance-system|employee-management-system|jwt-authentication|mern-stack|mongodb|nodejs|payroll-system|react","react payroll management","200","2026-08-13T07:50:05.997Z",""
"erwinsandag/HRD-Payroll-System","https://github.com/erwinsandag/HRD-Payroll-System","https://api.github.com/repos/erwinsandag/HRD-Payroll-System","Enterprise-grade HRD Payroll System with modular architecture, secure JWT-based authentication, employee lifecycle management, payroll processing, attendance tracking, approval workflows, financial reporting, and a scalable full-stack implementation using Node.js, PostgreSQL, and React.","TypeScript","1","0","false","2026-01-07T01:28:13Z","","react payroll management","200","2026-08-13T07:50:06.007Z",""
"AdityaD28/employee-management-system","https://github.com/AdityaD28/employee-management-system","https://api.github.com/repos/AdityaD28/employee-management-system","A complete, modern full-stack employee management system built with React, Node.js, Express, SQLite, and featuring comprehensive employee lifecycle management, payroll processing, and analytics.","JavaScript","1","0","false","2025-09-06T19:00:03Z","","react payroll management","200","2026-08-13T07:50:06.179Z",""
"Akutagawaaa/attendly-94","https://github.com/Akutagawaaa/attendly-94","https://api.github.com/repos/Akutagawaaa/attendly-94","Attendly is a smart and efficient HR, attendance, and payroll management system. It simplifies employee check-ins, attendance tracking, and salary calculations with an intuitive web-based interface. Built with React, Node.js, and PostgreSQL, Attendly ensures seamless workforce management for businesses of all sizes.","TypeScript","1","0","false","2025-05-10T18:49:01Z","employee-management|hr|payroll","react payroll management","200","2026-08-13T07:50:06.201Z",""
"joshhammer/propulsion-final-project","https://github.com/joshhammer/propulsion-final-project","https://api.github.com/repos/joshhammer/propulsion-final-project","Payroll management app with React & Redux - final group project of the propulsion academy full-stack bootcamp","JavaScript","1","0","false","2020-10-03T21:01:36Z","","react payroll management","200","2026-08-13T07:50:05.936Z",""
"ashish9630/HR-management-system","https://github.com/ashish9630/HR-management-system","https://api.github.com/repos/ashish9630/HR-management-system","Full-Stack HR Management System built with Django REST Framework and React.js featuring Employee, Leave, Payroll, Asset Management, JWT Authentication, SMTP Email Notifications, and Data Export.","JavaScript","1","0","false","2026-06-02T07:29:21Z","","react payroll management","200","2026-08-13T07:50:07.085Z",""
"Nan-dhini-20/enterprise-workforce-management-platform","https://github.com/Nan-dhini-20/enterprise-workforce-management-platform","https://api.github.com/repos/Nan-dhini-20/enterprise-workforce-management-platform","Enterprise Workforce Management Platform built using Java, Spring Boot, Hibernate, React.js, REST APIs, and MySQL with modules for employee, attendance, leave, payroll, and dashboard management.","JavaScript","1","0","false","2026-07-10T08:20:09Z","full-stack|hibernate|java|mysql|reactjs|rest-api|spring-boot","react payroll management","200","2026-08-13T07:50:07.028Z",""
"ALEXU932/qelem-meda-payroll-system","https://github.com/ALEXU932/qelem-meda-payroll-system","https://api.github.com/repos/ALEXU932/qelem-meda-payroll-system","Smart Payroll Web Application for Qelem Meda Technologies — Thrive 2017 Hackathon (Wollo University). Built with React, Tailwind CSS, Node.js, Express, and MySQL. Features Ethiopian income tax calculation, pension management, payroll approval workflow, bank transaction simulation, and Excel/PDF export.","","1","0","false","2026-07-15T22:46:40Z","","react payroll management","200","2026-08-13T07:50:06.793Z",""
"shaikhumar5532/Smart-Attendance","https://github.com/shaikhumar5532/Smart-Attendance","https://api.github.com/repos/shaikhumar5532/Smart-Attendance","Smart Attendance & Payroll Management System for SMEs built with React.js, Node.js, Express.js, and MongoDB","JavaScript","1","0","false","2026-08-01T06:36:49Z","","react payroll management","200","2026-08-13T07:50:07.034Z",""
"sserwangaedrisa/labor_App_API","https://github.com/sserwangaedrisa/labor_App_API","https://api.github.com/repos/sserwangaedrisa/labor_App_API","The Attendance & Payroll Management Web Application is a modern workforce management platform designed to eliminate manual attendance tracking and payroll calculations. The system improves transparency, reduces opportunities for record manipulation, enhances accountability, and promotes professionalism in company operations.(Typescipt, tailwind...)","TypeScript","1","0","false","2026-07-05T11:09:05Z","react|tailwindcss|typescript|vitejs","react payroll management","200","2026-08-13T07:50:06.836Z",""
"10thPrince/EPMS-school-work","https://github.com/10thPrince/EPMS-school-work","https://api.github.com/repos/10thPrince/EPMS-school-work","EPMS – Employee Payroll Management System 🧾💼🚀  A lightweight full-stack payroll management system built for SmartPark Rwanda. Features include employee registration, department management, salary processing, monthly payroll reports, and secure session-based login. Built with React.js, Node.js (Express), and MySQL, styled using Tailwind CSS. ","JavaScript","1","0","false","2026-01-30T08:58:41Z","","react payroll management","200","2026-08-13T07:50:06.938Z",""
"cazy8/Hotel-Management-System-Mern-Stack","https://github.com/cazy8/Hotel-Management-System-Mern-Stack","https://api.github.com/repos/cazy8/Hotel-Management-System-Mern-Stack","Full-stack Hotel Management System with 6 integrated modules -- rooms, bookings, employees, payroll, inventory & suppliers. MERN Stack with JWT auth, PDF exports, and Selenium E2E tests.","JavaScript","1","0","false","2026-02-25T18:33:52Z","bootstrap|crud-operations|express|full-stack|hotel-management|jwt-authentication|mern-stack|mongodb|mongoose|nodejs|react|selenium-testing","react payroll management","200","2026-08-13T07:50:06.916Z",""
"imaadsayed13/HR_Management_System","https://github.com/imaadsayed13/HR_Management_System","https://api.github.com/repos/imaadsayed13/HR_Management_System","HR_Management_System is a full-stack HR platform built with Node.js, React, Prisma, and PostgreSQL. It replaces traditional HR tools with employee management, leave tracking, payroll, and clock-in/out with location verification.","JavaScript","1","0","false","2025-10-11T06:54:00Z","","react payroll management","200","2026-08-13T07:50:06.834Z",""
